"REF_DATE","GEO","DGUID","Gender","Age group","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1478294228","1.4.7.2","29","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","No, hospitalized","Number","223","units","0","v1478294229","1.4.7.3","149","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1478294230","1.4.7.4","666","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294231","1.4.7.5","844","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","Yes, intensive care unit","Number","223","units","0","v1478294232","1.4.7.6","9","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","No, intensive care unit","Number","223","units","0","v1478294233","1.4.7.7","169","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","Not stated, intensive care unit","Number","223","units","0","v1478294234","1.4.7.8","666","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","Total, by death status","Number","223","units","0","v1478294235","1.4.7.9","844","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","Yes, deceased","Number","223","units","0","v1478294236","1.4.7.10","12","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","No, not deceased","Number","223","units","0","v1478294237","1.4.7.11","639","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","60 to 69 years","Not stated, deceased","Number","223","units","0","v1478294238","1.4.7.12","193","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Total, by hospitalization status","Number","223","units","0","v1478294239","1.4.8.1","443","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Yes, hospitalized","Number","223","units","0","v1478294240","1.4.8.2","45","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","No, hospitalized","Number","223","units","0","v1478294241","1.4.8.3","81","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Not stated, hospitalized","Number","223","units","0","v1478294242","1.4.8.4","317","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294243","1.4.8.5","443","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Yes, intensive care unit","Number","223","units","0","v1478294244","1.4.8.6","13","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","No, intensive care unit","Number","223","units","0","v1478294245","1.4.8.7","113","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Not stated, intensive care unit","Number","223","units","0","v1478294246","1.4.8.8","317","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Total, by death status","Number","223","units","0","v1478294247","1.4.8.9","443","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Yes, deceased","Number","223","units","0","v1478294248","1.4.8.10","16","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","No, not deceased","Number","223","units","0","v1478294249","1.4.8.11","318","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","70 to 79 years","Not stated, deceased","Number","223","units","0","v1478294250","1.4.8.12","109","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Total, by hospitalization status","Number","223","units","0","v1478294251","1.4.9.1","533","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Yes, hospitalized","Number","223","units","0","v1478294252","1.4.9.2","60","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","No, hospitalized","Number","223","units","0","v1478294253","1.4.9.3","186","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Not stated, hospitalized","Number","223","units","0","v1478294254","1.4.9.4","287","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Total, by intensive care unit admittance","Number","223","units","0","v1478294255","1.4.9.5","533","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Yes, intensive care unit","Number","223","units","0","v1478294256","1.4.9.6","2","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","No, intensive care unit","Number","223","units","0","v1478294257","1.4.9.7","244","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Not stated, intensive care unit","Number","223","units","0","v1478294258","1.4.9.8","287","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Total, by death status","Number","223","units","0","v1478294259","1.4.9.9","533","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Yes, deceased","Number","223","units","0","v1478294260","1.4.9.10","57","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","No, not deceased","Number","223","units","0","v1478294261","1.4.9.11","312","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","80 years and over","Not stated, deceased","Number","223","units","0","v1478294262","1.4.9.12","164","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1478294263","1.4.10.1","401","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1478294264","1.4.10.2","12","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","No, hospitalized","Number","223","units","0","v1478294265","1.4.10.3","52","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1478294266","1.4.10.4","337","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1478294267","1.4.10.5","401","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1478294268","1.4.10.6","8","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","No, intensive care unit","Number","223","units","0","v1478294269","1.4.10.7","56","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1478294270","1.4.10.8","337","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Total, by death status","Number","223","units","0","v1478294271","1.4.10.9","401","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Yes, deceased","Number","223","units","0","v1478294272","1.4.10.10","23","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","No, not deceased","Number","223","units","0","v1478294273","1.4.10.11","224","","","","0"
"2023","Canada","2016A000011124","Not stated, gender","Not stated, age group","Not stated, deceased","Number","223","units","0","v1478294274","1.4.10.12","154","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1478294275","2.1.1.1","180602","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1478294276","2.1.1.2","5171","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","No, hospitalized","Number","223","units","0","v1478294277","2.1.1.3","92741","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1478294278","2.1.1.4","82690","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1478294279","2.1.1.5","180602","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1478294280","2.1.1.6","1189","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","No, intensive care unit","Number","223","units","0","v1478294281","2.1.1.7","96723","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1478294282","2.1.1.8","82690","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Total, by death status","Number","223","units","0","v1478294283","2.1.1.9","180602","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Yes, deceased","Number","223","units","0","v1478294284","2.1.1.10","1966","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","No, not deceased","Number","223","units","0","v1478294285","2.1.1.11","155283","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Total, all age groups","Not stated, deceased","Number","223","units","0","v1478294286","2.1.1.12","23353","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1478294287","2.1.2.1","21097","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1478294288","2.1.2.2","238","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","No, hospitalized","Number","223","units","0","v1478294289","2.1.2.3","12059","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1478294290","2.1.2.4","8800","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294291","2.1.2.5","21097","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Yes, intensive care unit","Number","223","units","0","v1478294292","2.1.2.6","24","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","No, intensive care unit","Number","223","units","0","v1478294293","2.1.2.7","12273","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Not stated, intensive care unit","Number","223","units","0","v1478294294","2.1.2.8","8800","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Total, by death status","Number","223","units","0","v1478294295","2.1.2.9","21097","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Yes, deceased","Number","223","units","0","v1478294296","2.1.2.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","No, not deceased","Number","223","units","0","v1478294297","2.1.2.11","20156","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","0 to 19 years","Not stated, deceased","Number","223","units","0","v1478294298","2.1.2.12","941","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Total, by hospitalization status","Number","223","units","0","v1478294299","2.1.3.1","25678","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Yes, hospitalized","Number","223","units","0","v1478294300","2.1.3.2","100","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","No, hospitalized","Number","223","units","0","v1478294301","2.1.3.3","14529","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Not stated, hospitalized","Number","223","units","0","v1478294302","2.1.3.4","11049","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294303","2.1.3.5","25678","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Yes, intensive care unit","Number","223","units","0","v1478294304","2.1.3.6","28","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","No, intensive care unit","Number","223","units","0","v1478294305","2.1.3.7","14601","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Not stated, intensive care unit","Number","223","units","0","v1478294306","2.1.3.8","11049","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Total, by death status","Number","223","units","0","v1478294307","2.1.3.9","25678","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Yes, deceased","Number","223","units","0","v1478294308","2.1.3.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","No, not deceased","Number","223","units","0","v1478294309","2.1.3.11","23099","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","20 to 29 years","Not stated, deceased","Number","223","units","0","v1478294310","2.1.3.12","2579","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Total, by hospitalization status","Number","223","units","0","v1478294311","2.1.4.1","25741","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Yes, hospitalized","Number","223","units","0","v1478294312","2.1.4.2","138","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","No, hospitalized","Number","223","units","0","v1478294313","2.1.4.3","13309","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Not stated, hospitalized","Number","223","units","0","v1478294314","2.1.4.4","12294","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294315","2.1.4.5","25741","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Yes, intensive care unit","Number","223","units","0","v1478294316","2.1.4.6","35","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","No, intensive care unit","Number","223","units","0","v1478294317","2.1.4.7","13412","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Not stated, intensive care unit","Number","223","units","0","v1478294318","2.1.4.8","12294","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Total, by death status","Number","223","units","0","v1478294319","2.1.4.9","25741","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Yes, deceased","Number","223","units","0","v1478294320","2.1.4.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","No, not deceased","Number","223","units","0","v1478294321","2.1.4.11","22624","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","30 to 39 years","Not stated, deceased","Number","223","units","0","v1478294322","2.1.4.12","3117","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Total, by hospitalization status","Number","223","units","0","v1478294323","2.1.5.1","24290","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Yes, hospitalized","Number","223","units","0","v1478294324","2.1.5.2","255","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","No, hospitalized","Number","223","units","0","v1478294325","2.1.5.3","12121","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Not stated, hospitalized","Number","223","units","0","v1478294326","2.1.5.4","11914","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294327","2.1.5.5","24290","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Yes, intensive care unit","Number","223","units","0","v1478294328","2.1.5.6","79","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","No, intensive care unit","Number","223","units","0","v1478294329","2.1.5.7","12297","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Not stated, intensive care unit","Number","223","units","0","v1478294330","2.1.5.8","11914","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Total, by death status","Number","223","units","0","v1478294331","2.1.5.9","24290","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Yes, deceased","Number","223","units","0","v1478294332","2.1.5.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","No, not deceased","Number","223","units","0","v1478294333","2.1.5.11","21454","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","40 to 49 years","Not stated, deceased","Number","223","units","0","v1478294334","2.1.5.12","2836","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Total, by hospitalization status","Number","223","units","0","v1478294335","2.1.6.1","27074","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Yes, hospitalized","Number","223","units","0","v1478294336","2.1.6.2","549","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","No, hospitalized","Number","223","units","0","v1478294337","2.1.6.3","11964","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Not stated, hospitalized","Number","223","units","0","v1478294338","2.1.6.4","14561","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294339","2.1.6.5","27074","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Yes, intensive care unit","Number","223","units","0","v1478294340","2.1.6.6","187","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","No, intensive care unit","Number","223","units","0","v1478294341","2.1.6.7","12326","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Not stated, intensive care unit","Number","223","units","0","v1478294342","2.1.6.8","14561","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Total, by death status","Number","223","units","0","v1478294343","2.1.6.9","27074","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Yes, deceased","Number","223","units","0","v1478294344","2.1.6.10","69","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","No, not deceased","Number","223","units","0","v1478294345","2.1.6.11","23943","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","50 to 59 years","Not stated, deceased","Number","223","units","0","v1478294346","2.1.6.12","3062","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Total, by hospitalization status","Number","223","units","0","v1478294347","2.1.7.1","20697","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1478294348","2.1.7.2","911","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","No, hospitalized","Number","223","units","0","v1478294349","2.1.7.3","9415","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1478294350","2.1.7.4","10371","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294351","2.1.7.5","20697","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Yes, intensive care unit","Number","223","units","0","v1478294352","2.1.7.6","304","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","No, intensive care unit","Number","223","units","0","v1478294353","2.1.7.7","10022","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Not stated, intensive care unit","Number","223","units","0","v1478294354","2.1.7.8","10371","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Total, by death status","Number","223","units","0","v1478294355","2.1.7.9","20697","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Yes, deceased","Number","223","units","0","v1478294356","2.1.7.10","180","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","No, not deceased","Number","223","units","0","v1478294357","2.1.7.11","17938","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","60 to 69 years","Not stated, deceased","Number","223","units","0","v1478294358","2.1.7.12","2579","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Total, by hospitalization status","Number","223","units","0","v1478294359","2.1.8.1","15995","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Yes, hospitalized","Number","223","units","0","v1478294360","2.1.8.2","1360","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","No, hospitalized","Number","223","units","0","v1478294361","2.1.8.3","7899","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Not stated, hospitalized","Number","223","units","0","v1478294362","2.1.8.4","6736","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294363","2.1.8.5","15995","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Yes, intensive care unit","Number","223","units","0","v1478294364","2.1.8.6","329","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","No, intensive care unit","Number","223","units","0","v1478294365","2.1.8.7","8930","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Not stated, intensive care unit","Number","223","units","0","v1478294366","2.1.8.8","6736","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Total, by death status","Number","223","units","0","v1478294367","2.1.8.9","15995","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Yes, deceased","Number","223","units","0","v1478294368","2.1.8.10","525","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","No, not deceased","Number","223","units","0","v1478294369","2.1.8.11","12537","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","70 to 79 years","Not stated, deceased","Number","223","units","0","v1478294370","2.1.8.12","2933","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Total, by hospitalization status","Number","223","units","0","v1478294371","2.1.9.1","19760","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Yes, hospitalized","Number","223","units","0","v1478294372","2.1.9.2","1523","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","No, hospitalized","Number","223","units","0","v1478294373","2.1.9.3","11284","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Not stated, hospitalized","Number","223","units","0","v1478294374","2.1.9.4","6953","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Total, by intensive care unit admittance","Number","223","units","0","v1478294375","2.1.9.5","19760","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Yes, intensive care unit","Number","223","units","0","v1478294376","2.1.9.6","148","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","No, intensive care unit","Number","223","units","0","v1478294377","2.1.9.7","12659","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Not stated, intensive care unit","Number","223","units","0","v1478294378","2.1.9.8","6953","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Total, by death status","Number","223","units","0","v1478294379","2.1.9.9","19760","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Yes, deceased","Number","223","units","0","v1478294380","2.1.9.10","1127","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","No, not deceased","Number","223","units","0","v1478294381","2.1.9.11","13340","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","80 years and over","Not stated, deceased","Number","223","units","0","v1478294382","2.1.9.12","5293","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1478294383","2.1.10.1","270","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1478294384","2.1.10.2","97","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","No, hospitalized","Number","223","units","0","v1478294385","2.1.10.3","161","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1478294386","2.1.10.4","12","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1478294387","2.1.10.5","270","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1478294388","2.1.10.6","55","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","No, intensive care unit","Number","223","units","0","v1478294389","2.1.10.7","203","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1478294390","2.1.10.8","12","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Total, by death status","Number","223","units","0","v1478294391","2.1.10.9","270","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Yes, deceased","Number","223","units","0","v1478294392","2.1.10.10","65","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","No, not deceased","Number","223","units","0","v1478294393","2.1.10.11","192","","","","0"
"2023","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Not stated, deceased","Number","223","units","0","v1478294394","2.1.10.12","13","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1478294395","2.2.1.1","73464","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1478294396","2.2.1.2","2796","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","No, hospitalized","Number","223","units","0","v1478294397","2.2.1.3","38650","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1478294398","2.2.1.4","32018","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1478294399","2.2.1.5","73464","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1478294400","2.2.1.6","675","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","No, intensive care unit","Number","223","units","0","v1478294401","2.2.1.7","40771","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1478294402","2.2.1.8","32018","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Total, by death status","Number","223","units","0","v1478294403","2.2.1.9","73464","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Yes, deceased","Number","223","units","0","v1478294404","2.2.1.10","1032","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","No, not deceased","Number","223","units","0","v1478294405","2.2.1.11","64601","","","","0"
"2023","Atlantic Region","2016A00011","Male","Total, all age groups","Not stated, deceased","Number","223","units","0","v1478294406","2.2.1.12","7831","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1478294407","2.2.2.1","10345","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1478294408","2.2.2.2","145","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","No, hospitalized","Number","223","units","0","v1478294409","2.2.2.3","5923","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1478294410","2.2.2.4","4277","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294411","2.2.2.5","10345","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","Yes, intensive care unit","Number","223","units","0","v1478294412","2.2.2.6","19","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","No, intensive care unit","Number","223","units","0","v1478294413","2.2.2.7","6049","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","Not stated, intensive care unit","Number","223","units","0","v1478294414","2.2.2.8","4277","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","Total, by death status","Number","223","units","0","v1478294415","2.2.2.9","10345","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","Yes, deceased","Number","223","units","0","v1478294416","2.2.2.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Male","0 to 19 years","No, not deceased","Number","223","units","0","v1478294417","2.2.2.11","9903","","","","0"
